# ML Zoomcamp 2026 full distrust audit; active occurrence rows are final state.
# Contact sheets: all nine module sheets reviewed; native/lesson-size spot checks included.
# Status is explicit per occurrence: final active rows PASS; pre-fix action rows FAIL with disposition.
record	status	disposition	module	lesson	line	reference	alt_or_label	source_type	dimensions	crispness	overlays	fidelity	context_before	context_after	note	remote_check
active	PASS	KEEP	09-serverless	06-creating-lambda.md	176	images/06-creating-lambda-06-test-success-crisp.png	The second invocation: Duration 2226 ms, 1024 MB configured, at most 270 MB actually used	original screenshot	3300x1608	PASS	none	PASS	invocation is usually slower, the consequent ones are faster.	## Pricing		
active	PASS	KEEP	09-serverless	06-creating-lambda.md	188	images/06-creating-lambda-07-lambda-pricing-crisp.png	The AWS Lambda pricing page for Europe (Ireland): price per 1ms by memory	original screenshot	3300x1608	PASS	none	PASS	each memory setting.	Our function is configured with 1024 MB of memory - in my test run it		
active	PASS	KEEP	09-serverless	06-creating-lambda.md	195	images/06-creating-lambda-08-price-calculation-crisp.png	The calculation in IPython: price per image, per 10,000 images, per 1 million images on x86 and on ARM	original screenshot	3000x2040	PASS	none	PASS	quick calculation in Python:	- One image costs about 0.0000334 dollars ($0.000000167 x 2000 ms).		
active	PASS	KEEP	09-serverless	07-api-gateway.md	22	images/07-api-gateway-01-create-rest-api-crisp.png	Creating a new REST API in API Gateway	original screenshot	3300x1608	PASS	none	PASS	endpoint was `/predict`.	So: create a resource called `predict`. We don't need to configure		
active	PASS	KEEP	09-serverless	07-api-gateway.md	28	images/07-api-gateway-02-create-resource-crisp.png	Creating the predict resource	original screenshot	3300x1608	PASS	none	PASS	resource.	## Adding a POST method		
active	PASS	KEEP	09-serverless	07-api-gateway.md	44	images/07-api-gateway-03-lambda-permission-crisp.png	"The ""Add Permission to Lambda Function"" dialog"	original screenshot	3000x1890	PASS	none	PASS	be called by the gateway.	## Testing		
active	PASS	KEEP	09-serverless	07-api-gateway.md	58	images/07-api-gateway-04-method-test-crisp.png	The method test page for POST /predict	original screenshot	3300x1608	PASS	none	PASS	```	Run the test. It took about four seconds, and the response body		
active	PASS	KEEP	09-serverless	07-api-gateway.md	66	images/07-api-gateway-05-test-response-crisp.png	The test response: the class scores in the response body, and the execution logs	original screenshot	3300x1530	PASS	none	PASS	the function is already warm.	## Deploying the API		
active	PASS	KEEP	09-serverless	07-api-gateway.md	78	images/07-api-gateway-06-deploy-stage-crisp.png	"Deploying the API to a new stage called ""test"""	original screenshot	1520x980	PASS	none	PASS	URL instead, followed by `/predict` - the resource we created:	```python		
active	PASS	KEEP	09-serverless	07-api-gateway.md	92	images/07-api-gateway-07-test-py-gateway-url-crisp.png	The updated test.py with the API Gateway URL	original screenshot	3312x1848	PASS	none	PASS	```	When we run it, the request goes to API Gateway, which invokes the		
active	PASS	KEEP	09-serverless	08-summary.md	19	images/08-summary-01-lambda-handler-code-crisp.png	The lambda handler and the predict function we wrote in this session	original screenshot	3000x1890	PASS	none	PASS	deploy it to Lambda, and AWS takes care of everything else.	We only pay when the function is actually doing something: a request		
active	PASS	KEEP	09-serverless	08-summary.md	36	images/08-summary-02-summary-points-crisp.png	The summary points of this module	original screenshot	3000x1890	PASS	none	PASS	have any surprises there.	After deploying, the only things left to do were giving the function		
active	PASS	KEEP	09-serverless	08-summary.md	49	images/08-summary-03-tflite-inference-code-crisp.png	The TF-Lite inference code: set the input, invoke, get the output	original screenshot	3000x1890	PASS	none	PASS	more code than a plain `model.predict`.	The benefit is the size. Let's actually look at it. The TF-Lite		
active	PASS	KEEP	09-serverless	08-summary.md	55	images/08-summary-04-tflite-wheels-crisp.png	The precompiled TF-Lite runtime wheels for different Python versions	original screenshot	3300x1590	PASS	none	PASS	different Python and TensorFlow versions:	Now compare that with TensorFlow: the TensorFlow 2.7.0 wheel is a		
active	PASS	KEEP	09-serverless	08-summary.md	63	images/08-summary-05-tensorflow-wheel-size-crisp.png	The TensorFlow 2.7.0 wheels on PyPI: around 480 MB for Linux, packed	original screenshot	3300x1590	PASS	none	PASS	in size, which is exactly what we want when we deploy.	## Explore more		
active	PASS	KEEP	09-serverless	09-explore-more.md	3	images/09-explore-more-01-serverless-models-imagegen.png	A packaged model branches to serverless functions on several cloud providers and can support different model types.	conceptual imagegen	1672x941	PASS	none	PASS	# Explore more	*Figure: The serverless request-to-prediction pattern generalizes across providers and models.*		
active	PASS	KEEP	09-serverless	updates.md	12	images/updates-01-runtime-compatibility-imagegen.png	Python, NumPy, and the TensorFlow Lite runtime form a compatible pinned stack; mixing incompatible generations causes runtime problems.	conceptual imagegen	1672x941	PASS	none	PASS	Here's how you do it	*Figure: Pin and test the runtime components together instead of mixing incompatible generations.*		
active	PASS	KEEP	10-kubernetes	01-overview.md	32	images/01-overview-01-tf-serving-inference-imagegen.png	TensorFlow Serving: C++ inference with the clothes model	conceptual imagegen	1448x1086	PASS	none	PASS	array with 10 predictions - one score for each of the 10 classes we have.	## The gateway		
active	PASS	KEEP	10-kubernetes	01-overview.md	50	images/01-overview-02-architecture-imagegen.png	Website, gateway and TensorFlow Serving	conceptual imagegen	1619x971	PASS	none	PASS	user.	The gateway itself we implement in Flask - that gives us full control over		
active	PASS	KEEP	10-kubernetes	01-overview.md	56	images/01-overview-03-grpc-imagegen.png	The gateway talks to TensorFlow Serving over gRPC	conceptual imagegen	1536x1024	PASS	none	PASS	have much control over what happens there; we just use it as is.	## Two components, two ways to scale		
active	PASS	KEEP	10-kubernetes	01-overview.md	75	images/01-overview-05-cpu-gpu-imagegen.png	The gateway runs on CPU, TensorFlow Serving on GPU	conceptual imagegen	1536x1024	PASS	none	PASS	runs much faster on a GPU.	Because the components are separate, we can scale them independently. For		
active	PASS	KEEP	10-kubernetes	01-overview.md	84	images/01-overview-04-kubernetes-imagegen.png	Everything runs inside Kubernetes	conceptual imagegen	1448x1086	PASS	none	PASS	With one monolithic service we couldn't do that.	One more thing the gateway does is post-processing the output. We already		
active	PASS	KEEP	10-kubernetes	01-overview.md	110	images/01-overview-06-plan-crisp.png	The lesson plan for this module	original screenshot	3000x2160	PASS	none	PASS	should work with any cloud provider.	## Materials		
active	PASS	KEEP	10-kubernetes	02-tensorflow-serving.md	39	images/02-tensorflow-serving-01-saved-model-crisp.png	The SavedModel directory: saved_model.pb and variables	original screenshot	2760x1530	PASS	none	PASS	format - `saved_model.pb` plus a `variables` folder with the weights:	## Looking inside the SavedModel		
active	PASS	KEEP	10-kubernetes	02-tensorflow-serving.md	68	images/02-tensorflow-serving-02-signature-crisp.png	The signature definition of the model	original screenshot	3750x1239	PASS	none	PASS	```	This tells us how to talk to the model: the input is called `input_8` and		
active	PASS	KEEP	10-kubernetes	02-tensorflow-serving.md	113	images/02-tensorflow-serving-03-docker-run-crisp.png	Volume mapping: the model name and the version	original screenshot	2760x1494	PASS	none	PASS	`entering the event loop` and `status success`.	## gRPC and protobuf		
active	PASS	KEEP	10-kubernetes	02-tensorflow-serving.md	136	images/02-tensorflow-serving-04-install-libraries-crisp.png	Installing the libraries in the notebook	original screenshot	3000x1230	PASS	none	PASS	```	Then we import what we need and create a gRPC channel to the server:		
active	PASS	KEEP	10-kubernetes	02-tensorflow-serving.md	166	images/02-tensorflow-serving-05-grpc-stub-crisp.png	Connecting to TensorFlow Serving: host, channel and stub	original screenshot	3000x1650	PASS	none	PASS	we'll use for making predictions.	For pre-processing we use `keras-image-helper`. It downloads the image from		
active	PASS	KEEP	10-kubernetes	02-tensorflow-serving.md	204	images/02-tensorflow-serving-06-prepare-request-crisp.png	Preparing the prediction request	original screenshot	3000x1740	PASS	none	PASS	```	Then we send the request to TensorFlow Serving:		
active	PASS	KEEP	10-kubernetes	02-tensorflow-serving.md	261	images/02-tensorflow-serving-07-prediction-crisp.png	Turning the raw scores into class names	original screenshot	1520x1120	PASS	none	PASS	'pants' clearly wins, so the model classified the image correctly.	In the next lesson we turn this notebook into a pre-processing service.		
active	PASS	KEEP	10-kubernetes	03-preprocessing.md	39	images/03-preprocessing-01-nbconvert-crisp.png	Converting the notebook with jupyter nbconvert	original screenshot	2940x1542	PASS	none	PASS	prints the predictions, with `pants` on top.	To prepare the request we put the model name, the signature and our		
active	PASS	KEEP	10-kubernetes	03-preprocessing.md	86	images/03-preprocessing-02-gateway-script-crisp.png	Preparing the request and invoking the model in the gateway script	original screenshot	3000x1920	PASS	none	PASS	```	For the Flask app we can reuse the code from session 5 - the churn		
active	PASS	KEEP	10-kubernetes	03-preprocessing.md	105	images/03-preprocessing-03-flask-app-crisp.png	The Flask app part of gateway.py	original screenshot	3000x1920	PASS	none	PASS	```	Like in session 5, we also create a `test.py` for testing the service:		
active	PASS	KEEP	10-kubernetes	03-preprocessing.md	149	images/03-preprocessing-05-tensorflow-protobuf-crisp.png	The tensorflow-protobuf README: the verbose version without the baggage	original screenshot	3000x1920	PASS	none	PASS	code becomes a bit more verbose - but without the 2 GB baggage:	And we put the conversion code in a separate script,		
active	PASS	KEEP	10-kubernetes	03-preprocessing.md	187	images/03-preprocessing-06-proto-py-crisp.png	The proto.py script with the protobuf conversion code	original screenshot	3000x1920	PASS	none	PASS	Serving expects, without needing the full TensorFlow library installed.	In `gateway.py` we remove the old function and simply import from this		
active	PASS	KEEP	10-kubernetes	03-preprocessing.md	196	images/03-preprocessing-04-pipenv-install-crisp.png	Installing the dependencies with pipenv and testing the gateway	original screenshot	2760x1704	PASS	none	PASS	because we only load the parts of the code we need.	That's it for this lesson: TensorFlow Serving runs in a Docker container,		
active	PASS	KEEP	10-kubernetes	04-docker-compose.md	99	images/04-docker-compose-03-isolated-containers-imagegen.png	Two isolated containers: each maps its port to the host, but they cannot reach each other	conceptual imagegen	1536x1024	PASS	none	PASS	one network, where they can talk to each other.	Docker Compose requires a YAML file which is executed when running the		
active	PASS	KEEP	10-kubernetes	05-kubernetes-intro.md	34	images/05-kubernetes-intro-01-cluster-nodes-pods-imagegen.png	A cluster with two nodes, each running pods	conceptual imagegen	1448x1086	PASS	none	PASS	take more CPU and RAM, another one less.	## Deployments		
active	PASS	KEEP	10-kubernetes	05-kubernetes-intro.md	48	images/05-kubernetes-intro-02-deployments-imagegen.png	Two deployments: gateway pods and TF-Serving pods, each with the same image and config	conceptual imagegen	1438x1093	PASS	none	PASS	resources.	So, to write it down: a node is approximately a server or computer, a pod		
active	PASS	KEEP	10-kubernetes	05-kubernetes-intro.md	74	images/05-kubernetes-intro-03-services-crisp.png	The user talks to the gateway service; the gateway talks to the model service	original screenshot	1441x1091	PASS	none	PASS	and replies with predictions, which come all the way back to the user.	So we can think of a service as the main point of entry to a deployment:		
active	PASS	KEEP	10-kubernetes	05-kubernetes-intro.md	94	images/05-kubernetes-intro-05-definitions-imagegen.png	The whiteboard definitions: node, pod, deployment, service, ingress	conceptual imagegen	1441x1091	PASS	none	PASS	to the cluster.	![External and internal services, with ingress in front of the cluster](images/05-kubernetes-intro-04-external-internal-ingress-imagegen.png)		
active	PASS	KEEP	10-kubernetes	05-kubernetes-intro.md	96	images/05-kubernetes-intro-04-external-internal-ingress-imagegen.png	External and internal services, with ingress in front of the cluster	conceptual imagegen	1441x1091	PASS	none	PASS	![The whiteboard definitions: node, pod, deployment, service, ingress](images/05-kubernetes-intro-05-definitions-imagegen.png)	## Scaling		
